,x,y,time,energy
73,-0.0785412841796875,-10.5961,10,200
74,-0.0781268798828125,-43.9973,10,200
75,-0.0777124755859375,-26.6916,10,200
76,-0.07729807128906249,29.1977,10,200
77,-0.0768836669921875,-51.4434,10,200
78,-0.0764692626953125,68.2041,10,200
79,-0.07605485839843751,-28.282,10,200
80,-0.0756404541015625,9.56187,10,200
81,-0.0752260498046875,-21.0753,10,200
82,-0.0748116455078125,-12.5483,10,200
83,-0.07439724121093749,-75.8707,10,200
84,-0.0739828369140625,-1.39598,10,200
85,-0.0735684326171875,21.27,10,200
86,-0.07315402832031251,66.2451,10,200
87,-0.0727396240234375,-63.2885,10,200
88,-0.0723252197265625,5.29036,10,200
89,-0.0719108154296875,-44.3371,10,200
90,-0.07149641113281249,61.9515,10,200
